ID	NAME	COL-1	COL-2	COL-3	COL-4	COL-5	COL-6	COL-7	COL-8	COL-9	COL-10	COL-11	COL-12	COL-13	COL-14	COL-15	COL-16	COL-17
345	R-345	0	0	0	69	69	139	161	179	139	0	69	0	110	0	69	0	69
346	R-346	69	69	0	69	139	161	195	195	161	0	69	69	110	139	110	69	110
347	R-347	195	208	195	195	161	208	179	195	195	110	161	161	208	161	179	179	161
348	R-348	333	374	387	393	395	393	429	391	378	399	406	393	399	425	448	449	419
349	R-349	208	208	248	230	230	179	289	195	179	240	248	208	220	240	294	230	322
350	R-350	361	314	318	333	350	314	350	326	318	256	330	309	322	326	326	294	350
351	R-351	333	309	256	256	230	208	208	195	208	139	161	195	220	208	220	195	179
352	R-352	110	69	195	139	69	69	69	0	69	161	208	195	139	69	69	0	69
353	R-353	69	110	179	110	69	69	69	69	69	69	179	179	161	0	69	0	69
354	R-354	230	195	110	220	256	277	283	318	326	277	318	340	361	330	350	356	337
355	R-355	0	69	0	69	69	69	69	69	0	0	0	0	69	0	69	0	0
356	R-356	139	110	110	69	0	0	69	0	0	0	69	69	69	0	69	0	110
357	R-357	248	343	347	361	378	361	369	343	318	294	340	337	366	383	401	406	381
358	R-358	283	340	330	318	309	326	347	326	314	277	314	309	318	318	330	330	294
359	R-359	208	139	179	179	208	208	230	220	220	139	195	220	208	179	179	161	208
360	R-360	406	347	343	330	318	300	304	318	314	309	333	353	337	314	314	309	330
361	R-361	289	230	240	289	330	294	283	289	283	248	271	294	304	289	283	271	289
362	R-362	208	179	161	195	179	220	248	256	264	220	208	195	208	139	208	195	220
363	R-363	356	248	179	220	240	220	195	248	271	289	340	326	300	294	294	277	340
364	R-364	110	110	69	110	69	69	69	69	69	0	69	0	0	0	69	0	0
365	R-365	195	69	0	69	69	0	0	69	69	0	110	110	139	69	69	69	69
366	R-366	139	0	110	139	69	110	161	110	161	0	139	161	179	110	69	69	110
367	R-367	333	240	195	195	220	208	220	230	240	195	230	248	240	208	208	195	230
368	R-368	110	69	0	69	69	0	0	69	69	0	0	0	0	69	0	69	0
369	R-369	264	240	179	230	230	230	230	264	271	161	240	240	248	161	220	195	230
370	R-370	283	358	309	326	326	304	326	322	314	248	294	283	300	309	333	289	271
371	R-371	248	330	300	294	289	314	314	314	314	230	283	271	300	294	304	277	283
372	R-372	139	179	161	139	69	161	139	139	139	110	139	139	161	110	139	110	139
373	R-373	300	322	318	314	277	300	326	294	304	289	294	289	304	277	326	330	277
374	R-374	195	240	208	179	179	240	220	230	240	195	230	230	230	179	240	220	179
375	R-375	208	256	248	220	220	248	277	220	230	230	208	208	208	220	264	240	195
376	R-376	289	289	309	300	340	309	337	326	314	264	294	318	294	300	314	271	322
377	R-377	110	69	161	161	110	69	69	69	69	69	139	161	161	69	69	0	69
378	R-378	110	69	161	161	139	110	110	110	110	69	179	179	179	69	69	0	110
379	R-379	161	179	139	208	248	248	248	277	240	110	161	179	230	179	195	179	179
380	R-380	318	347	289	256	271	277	283	322	314	256	289	277	271	256	294	283	309
381	R-381	110	69	69	69	0	0	0	0	0	0	0	0	69	0	69	69	0
382	R-382	350	333	322	304	343	322	318	333	322	314	300	314	283	277	289	264	309
383	R-383	240	248	256	256	220	208	230	220	230	283	230	240	230	220	264	195	230
384	R-384	195	179	139	179	208	248	264	289	289	195	277	294	340	304	309	314	289
385	R-385	294	361	371	364	395	401	416	395	387	429	403	399	393	422	448	452	452
386	R-386	304	300	371	353	371	361	389	358	356	389	378	371	364	389	404	406	364
387	R-387	161	139	139	179	179	161	161	139	179	69	139	161	179	139	139	139	139
388	R-388	179	69	69	110	69	69	110	110	139	0	69	69	110	0	110	69	69
389	R-389	294	230	179	195	179	179	220	300	322	264	294	322	330	277	277	230	240
390	R-390	248	195	110	139	139	110	110	139	69	0	69	69	110	69	110	69	110
391	R-391	220	248	208	230	230	248	248	230	240	195	208	208	248	195	240	220	220
392	R-392	240	240	230	220	195	256	264	248	277	271	277	277	300	271	294	300	264
393	R-393	387	414	451	395	391	399	451	399	397	494	458	428	409	462	495	475	448
394	R-394	455	422	469	441	488	423	461	453	436	528	490	498	442	494	509	491	518
395	R-395	208	110	110	161	195	179	179	179	195	161	161	179	179	161	161	110	195
396	R-396	161	110	69	110	110	139	110	139	139	69	110	110	139	69	110	110	110
397	R-397	330	330	318	309	264	248	220	248	240	195	220	240	240	248	264	240	271
398	R-398	240	69	69	110	69	110	69	110	69	0	69	69	110	110	110	110	110
399	R-399	0	69	69	69	69	69	69	69	69	0	0	0	0	0	0	0	0
400	R-400	220	110	69	161	161	179	179	161	195	110	161	161	195	139	179	161	179
401	R-401	139	69	69	139	69	69	0	69	69	0	0	69	69	0	69	0	0
402	R-402	139	110	69	110	110	139	110	161	139	69	110	110	139	69	69	69	110
403	R-403	248	256	179	195	248	256	256	277	283	304	300	289	248	271	277	240	318
404	R-404	417	445	449	443	450	413	462	430	414	483	464	438	423	458	500	480	443
405	R-405	139	179	69	110	110	179	139	161	139	110	110	110	139	110	69	110	110
406	R-406	256	314	364	350	337	356	389	340	337	318	343	340	353	343	369	358	318
407	R-407	294	220	220	256	289	271	277	271	256	208	240	264	248	240	240	230	256
408	R-408	208	110	139	195	208	230	220	208	220	110	161	161	208	139	179	161	161
409	R-409	139	69	0	69	0	69	0	69	110	0	0	0	110	0	69	69	69
410	R-410	330	343	283	277	264	277	326	333	333	300	304	283	294	283	333	322	300
411	R-411	230	240	161	139	139	179	220	271	271	230	230	195	179	179	230	195	240
412	R-412	264	309	294	294	264	322	330	322	326	283	289	294	289	283	333	277	300
413	R-413	195	179	139	179	139	195	139	179	220	161	220	179	248	220	230	230	208
414	R-414	230	322	340	300	264	283	300	271	248	195	230	230	256	240	220	230	208
415	R-415	69	69	69	110	161	110	110	110	110	69	139	139	110	69	110	0	110
416	R-416	309	314	340	326	337	309	304	322	304	326	283	300	283	294	283	271	300
417	R-417	110	110	110	139	69	69	69	110	110	0	69	69	110	69	69	0	69
418	R-418	139	195	161	161	139	161	161	179	139	69	69	110	139	110	110	69	69
419	R-419	110	139	139	139	69	110	110	110	110	0	69	69	110	69	69	0	0
420	R-420	300	358	358	333	314	318	333	340	330	330	309	304	318	353	347	356	326
421	R-421	366	395	399	353	343	358	371	343	333	340	337	337	330	340	347	361	337
422	R-422	139	69	69	69	69	69	69	69	110	69	110	139	139	110	139	110	110
423	R-423	240	161	161	220	220	220	208	208	220	179	195	195	220	208	195	208	195
424	R-424	110	69	0	69	110	110	110	110	110	69	69	69	110	69	69	69	69
425	R-425	139	195	240	230	208	208	161	179	161	161	208	220	230	179	139	139	139
426	R-426	139	110	69	139	110	139	69	161	161	69	69	110	139	110	110	69	110
427	R-427	208	277	248	230	208	264	248	248	240	195	179	179	230	220	220	230	208
428	R-428	161	179	195	208	208	271	264	220	208	161	195	195	208	195	208	208	195
429	R-429	230	179	195	208	139	179	195	161	195	110	161	195	220	161	161	139	139
430	R-430	195	69	179	208	195	195	179	161	161	110	195	208	208	195	195	161	161
431	R-431	179	110	139	161	139	139	110	161	139	110	139	139	161	139	110	110	110
432	R-432	110	139	69	110	69	110	69	110	110	0	69	69	110	69	69	69	69
433	R-433	343	340	294	283	248	256	230	283	283	277	277	248	248	271	277	264	277
434	R-434	110	139	110	161	208	230	195	179	139	69	69	110	139	161	161	139	69
435	R-435	195	220	220	230	230	271	230	208	195	161	139	161	230	230	220	220	161
436	R-436	322	406	416	378	343	378	413	374	366	356	350	340	337	369	395	393	340
437	R-437	350	314	318	318	333	326	340	337	340	326	326	340	314	309	337	304	350
438	R-438	69	0	0	0	0	0	0	69	69	0	0	0	69	0	0	0	0
439	R-439	139	110	69	110	110	139	110	161	139	69	69	110	139	110	110	69	69
440	R-440	403	393	361	358	391	358	369	397	389	389	413	399	361	416	430	401	416
441	R-441	69	256	179	110	0	69	0	69	110	0	69	110	161	110	161	161	139
442	R-442	69	69	0	69	69	139	139	110	110	69	110	110	110	110	139	161	139
443	R-443	208	139	139	179	220	179	195	195	208	161	230	240	230	208	161	179	230
444	R-444	110	139	0	110	139	139	110	139	139	0	69	69	110	69	69	69	69
445	R-445	179	110	179	161	161	139	139	139	139	110	139	161	161	139	139	69	110
446	R-446	69	0	0	69	69	0	69	69	69	0	69	69	69	0	0	0	0
447	R-447	271	356	369	322	309	337	350	333	322	333	300	283	283	294	322	330	309
448	R-448	271	271	256	264	271	271	248	277	271	240	264	264	264	248	248	240	264
449	R-449	220	343	417	383	318	304	271	248	230	330	401	385	347	318	294	248	271
450	R-450	318	330	289	326	366	353	333	353	337	350	366	356	322	350	343	322	347
451	R-451	179	208	240	230	179	230	195	195	208	179	208	208	240	195	195	179	179
452	R-452	277	326	300	283	256	289	304	277	283	240	264	271	283	283	300	304	277
453	R-453	356	358	420	391	387	364	364	333	343	350	401	393	376	374	378	361	330
454	R-454	283	240	343	330	304	271	256	256	271	277	318	330	322	271	256	230	248
455	R-455	179	139	248	248	230	208	161	179	195	179	240	256	230	179	161	139	161
456	R-456	376	387	378	374	413	376	385	385	369	366	366	376	369	371	374	391	358
457	R-457	161	139	110	139	139	139	139	161	161	69	110	139	161	110	110	110	139
458	R-458	248	294	343	314	208	240	208	179	220	248	300	294	300	248	230	220	220
459	R-459	277	69	0	69	69	69	0	0	69	0	69	110	110	0	69	0	69
460	R-460	326	208	110	139	161	161	161	179	220	230	240	264	240	195	195	195	220
461	R-461	294	208	110	161	161	161	161	161	208	179	230	248	248	195	179	195	179
462	R-462	248	161	161	195	161	195	110	195	220	161	195	220	230	195	161	161	195
463	R-463	208	195	139	179	139	179	110	179	195	139	208	208	208	179	179	139	179
464	R-464	139	195	161	161	139	195	179	179	179	69	110	139	179	161	161	161	139
465	R-465	220	343	340	277	256	304	330	277	271	300	256	248	264	271	289	277	264
466	R-466	110	69	69	110	110	69	110	110	110	69	69	110	161	69	69	69	69
467	R-467	220	139	195	220	195	195	161	195	195	179	179	179	208	161	179	161	179
468	R-468	304	309	69	69	69	139	110	179	179	69	69	0	69	0	69	69	69
469	R-469	366	387	161	161	179	208	208	248	256	161	195	161	161	139	179	195	179
470	R-470	195	220	208	179	161	179	139	161	179	139	161	161	161	161	110	179	139
471	R-471	220	264	220	195	179	230	240	240	240	179	208	208	195	195	208	208	220
472	R-472	283	195	208	230	240	230	220	230	240	195	230	240	248	208	208	208	220
473	R-473	300	256	289	309	294	300	289	300	300	318	309	314	294	283	289	248	300
474	R-474	248	110	110	179	220	230	230	240	230	110	139	161	161	110	161	195	220
475	R-475	356	395	391	389	376	364	383	374	371	347	369	358	337	371	387	337	356
476	R-476	337	383	422	404	376	374	411	353	343	366	408	395	383	391	432	403	364
477	R-477	208	110	69	110	110	110	69	110	110	69	110	139	139	69	110	110	110
478	R-478	240	195	220	240	283	271	256	264	256	208	240	248	256	220	230	179	240
479	R-479	240	179	161	220	248	230	161	179	179	139	179	195	220	195	195	179	208
480	R-480	414	408	441	438	429	401	436	414	404	484	444	439	413	441	472	436	443
481	R-481	110	161	110	139	110	139	161	161	139	0	69	110	161	110	110	69	69
482	R-482	230	289	220	256	256	271	271	294	289	161	220	230	256	230	230	220	208
483	R-483	240	161	161	195	220	208	195	195	208	139	179	208	208	179	195	161	195
484	R-484	326	271	333	350	369	340	343	340	333	326	333	353	343	322	356	300	366
485	R-485	0	0	0	69	69	69	0	0	69	0	0	0	69	0	0	0	0
486	R-486	413	437	445	434	439	401	437	411	404	494	457	441	404	450	477	454	429
487	R-487	256	294	248	283	256	289	294	277	271	195	256	264	294	277	277	271	264
488	R-488	161	161	161	161	110	195	161	139	179	161	161	161	179	139	139	139	139
489	R-489	230	161	161	139	179	179	179	179	195	139	179	179	179	179	161	139	179
490	R-490	426	404	420	428	449	403	426	417	403	496	453	449	397	454	466	436	454
491	R-491	413	406	436	425	442	399	422	416	397	461	437	433	397	429	434	428	432
492	R-492	434	434	448	451	466	422	444	441	420	507	465	458	422	460	470	462	469
493	R-493	330	330	271	271	248	248	220	271	294	294	300	294	283	309	309	304	300
494	R-494	371	337	371	353	383	358	374	366	369	353	366	366	347	353	385	356	378
495	R-495	208	161	240	256	230	220	208	195	195	139	208	230	220	179	179	161	139
496	R-496	69	0	69	110	0	69	0	69	69	0	69	110	139	0	0	0	0
497	R-497	208	208	139	179	161	161	139	179	161	69	139	161	139	110	139	139	139
498	R-498	300	309	277	283	294	283	283	283	289	271	304	309	277	314	300	277	309
499	R-499	139	230	248	208	139	195	179	161	179	139	179	179	195	139	139	139	139
500	R-500	240	283	309	277	256	264	240	240	248	230	277	277	264	240	220	248	248
501	R-501	139	110	179	139	139	110	110	69	69	139	161	161	110	69	69	69	110
502	R-502	110	69	0	0	69	69	0	69	69	0	0	0	0	0	0	0	0
503	R-503	361	304	230	264	271	294	256	277	309	314	333	337	318	322	309	304	347
504	R-504	139	69	0	69	110	139	139	161	161	69	139	139	161	139	139	139	139
505	R-505	248	240	230	248	220	277	248	248	230	208	230	220	271	283	240	256	208
506	R-506	110	0	0	0	69	69	110	69	110	69	139	139	139	110	69	0	110
507	R-507	264	161	139	161	195	208	195	195	208	179	240	264	230	195	179	179	208
508	R-508	381	343	264	264	283	277	248	277	283	271	300	300	294	256	256	283	300
509	R-509	195	304	314	230	220	230	179	161	230	248	318	277	248	230	195	195	195
510	R-510	110	161	161	139	110	139	139	110	110	0	110	69	110	139	139	139	69
511	R-511	486	463	502	480	515	452	493	465	439	559	518	513	455	517	524	498	514
512	R-512	436	454	445	445	469	413	439	442	419	505	474	455	413	463	483	456	481
513	R-513	353	374	361	356	378	358	385	353	347	343	374	353	356	395	389	381	337
514	R-514	110	110	139	139	139	179	179	161	161	110	110	110	161	139	139	139	69
515	R-515	179	69	69	139	110	161	161	161	179	69	161	161	161	139	139	139	139
516	R-516	309	283	304	300	309	294	318	300	304	289	304	309	294	277	304	277	300
517	R-517	161	69	0	69	110	110	69	110	110	0	69	69	110	69	69	69	110
518	R-518	220	283	256	256	220	264	248	277	271	220	240	240	256	256	240	230	248
519	R-519	161	220	179	179	110	179	179	195	195	69	139	110	179	161	139	139	110
520	R-520	161	220	208	208	139	179	220	179	208	0	139	161	220	220	195	179	139
521	R-521	289	369	376	347	318	353	361	333	330	304	309	314	330	347	340	350	333
522	R-522	110	161	161	139	69	161	139	110	139	69	110	139	139	110	110	139	110
523	R-523	110	69	195	139	69	69	69	69	110	110	161	161	139	110	69	69	69
524	R-524	366	326	369	387	347	326	340	309	326	318	340	356	340	340	347	289	326
525	R-525	277	283	326	343	300	289	283	264	283	230	289	304	283	283	289	240	256
526	R-526	220	230	179	208	271	277	264	283	256	220	230	240	256	264	220	256	240
527	R-527	220	271	343	300	230	240	220	195	220	283	330	304	283	271	230	208	220
528	R-528	277	353	356	333	300	353	337	318	326	289	309	322	330	343	333	347	333
529	R-529	230	309	289	271	248	289	300	264	271	208	240	230	271	264	271	283	248
530	R-530	248	195	230	195	179	195	208	179	208	139	179	208	208	179	161	110	179
531	R-531	220	69	0	0	69	0	0	0	69	69	110	69	0	0	0	0	69
532	R-532	318	271	230	230	208	220	195	208	230	179	230	230	240	240	240	248	240
533	R-533	161	179	139	179	110	161	139	179	179	69	110	139	139	110	110	110	139
534	R-534	208	179	161	208	208	264	179	161	314	309	333	294	300	248	220	248	289
535	R-535	230	208	208	179	195	264	248	195	256	304	271	271	248	248	248	264	309
536	R-536	436	448	448	432	466	428	448	439	433	465	445	439	419	460	442	453	455
537	R-537	240	230	179	230	248	230	195	220	179	69	161	161	179	161	161	161	139
538	R-538	195	208	161	220	195	208	161	161	161	69	110	110	139	110	69	69	110
539	R-539	256	309	264	277	283	300	294	294	294	220	277	283	277	289	264	240	248
540	R-540	453	484	498	468	489	460	490	464	448	544	504	480	457	500	518	518	516
541	R-541	403	438	463	436	433	422	449	417	414	471	449	441	423	471	474	475	455
542	R-542	248	220	289	283	248	240	195	195	208	195	248	256	240	208	195	161	195
543	R-543	277	277	264	309	322	337	326	314	318	271	314	330	350	356	364	374	356
544	R-544	110	69	0	69	69	69	0	69	69	0	69	69	69	69	0	0	110
545	R-545	289	318	240	248	264	300	283	294	294	256	304	289	283	294	277	283	300
546	R-546	179	139	110	110	69	139	110	110	139	110	139	139	161	139	139	161	161
547	R-547	139	139	139	139	110	179	179	161	179	110	161	161	179	195	139	161	161
548	R-548	69	69	69	69	0	69	69	69	69	69	69	69	110	69	69	69	69
549	R-549	437	442	464	453	474	423	462	437	426	482	463	461	423	470	480	469	461
550	R-550	161	69	69	69	69	69	0	69	69	69	69	69	69	69	69	69	69
551	R-551	69	69	110	139	110	161	69	69	110	0	139	139	161	110	69	0	69
552	R-552	248	271	208	220	208	256	230	240	240	161	195	208	220	230	230	220	230
553	R-553	0	0	0	0	0	69	69	0	69	0	0	0	69	0	0	0	0
554	R-554	294	294	361	326	283	294	322	264	283	277	304	309	309	314	314	318	294
555	R-555	139	110	139	110	110	110	110	110	110	161	161	161	110	139	110	110	110
556	R-556	110	69	69	69	0	0	0	0	0	0	0	0	0	69	69	0	0
557	R-557	0	110	300	220	69	139	139	110	69	220	326	304	248	230	161	110	139
558	R-558	395	426	432	416	448	414	443	425	416	483	455	443	413	462	474	478	450
559	R-559	465	481	496	462	491	442	495	456	434	506	508	457	452	515	525	506	507
560	R-560	220	195	195	230	208	240	230	195	220	161	208	208	230	230	220	240	195
561	R-561	208	271	248	220	248	283	264	248	240	208	220	240	240	248	240	264	240
562	R-562	378	393	401	391	411	395	422	381	381	369	401	391	387	419	423	426	389
563	R-563	139	69	69	110	139	110	139	139	139	69	110	110	110	69	69	69	110
564	R-564	230	139	139	195	208	208	195	208	208	139	179	208	208	161	179	161	195
565	R-565	208	139	69	110	110	139	110	161	161	110	139	139	161	139	139	139	139
566	R-566	69	69	69	139	139	179	139	161	161	69	110	110	179	161	139	139	110
567	R-567	69	110	110	110	69	69	69	69	69	0	0	0	69	0	0	69	0
568	R-568	322	330	309	283	271	289	277	289	277	230	277	271	283	294	271	300	283
569	R-569	277	283	256	240	230	240	220	208	208	139	195	179	208	220	208	240	179
570	R-570	69	0	69	110	69	69	110	69	110	0	69	69	110	0	69	0	69
571	R-571	230	139	139	161	161	161	139	139	139	110	139	161	161	139	139	110	139
572	R-572	179	110	110	110	110	139	110	110	110	0	69	69	69	69	69	69	69
573	R-573	69	0	69	69	0	69	69	69	69	0	69	69	69	0	0	0	69
574	R-574	110	139	179	139	69	139	110	110	139	0	110	110	139	110	110	110	139
575	R-575	248	294	256	248	248	283	271	248	264	230	240	240	248	230	230	256	240
576	R-576	139	69	69	69	69	69	69	69	69	0	0	69	0	0	0	0	69
577	R-577	294	220	220	271	318	330	347	350	361	304	322	318	330	322	330	318	333
578	R-578	516	514	537	515	542	486	518	509	484	569	539	530	492	543	548	548	544
579	R-579	195	195	271	256	179	220	195	195	220	195	220	220	220	179	179	139	179
580	R-580	69	69	110	69	0	69	69	69	69	0	110	110	110	69	0	0	69
581	R-581	283	277	314	340	353	340	330	318	318	289	330	343	340	381	364	358	340
582	R-582	248	318	304	300	277	304	304	289	277	230	264	271	294	300	264	264	277
583	R-583	161	110	69	69	69	69	0	0	0	0	69	0	0	0	0	0	0
584	R-584	248	230	195	208	161	230	230	208	220	220	256	277	309	326	322	340	333
585	R-585	240	264	248	240	220	271	277	248	256	161	195	208	256	248	240	256	240
586	R-586	256	179	139	179	179	195	179	179	179	110	139	195	208	195	195	179	179
587	R-587	460	458	479	464	489	441	466	456	425	512	484	468	428	472	484	477	484
588	R-588	110	69	69	110	69	110	139	110	139	0	69	69	139	161	161	139	110
589	R-589	399	369	358	358	361	381	443	428	413	475	455	436	399	437	465	449	477
590	R-590	337	353	366	371	381	381	383	381	374	393	397	403	385	409	409	399	438
591	R-591	337	385	333	333	378	366	361	366	350	309	318	330	326	364	343	361	318
592	R-592	330	358	318	330	358	343	333	350	343	322	330	326	330	353	337	340	304
593	R-593	195	264	240	248	220	240	161	208	220	110	139	161	195	179	161	139	110
594	R-594	304	409	449	428	422	399	389	364	337	289	277	283	294	304	304	330	300
595	R-595	330	353	387	364	330	350	381	337	343	337	333	347	343	350	371	350	366
596	R-596	256	179	230	330	356	318	304	289	314	277	326	350	337	326	322	318	347
597	R-597	110	69	69	110	69	0	0	0	69	0	0	69	69	0	0	0	0
598	R-598	452	443	457	454	463	433	458	449	434	520	488	479	442	491	498	482	494
599	R-599	406	350	350	356	337	364	337	330	385	422	423	393	387	366	350	391	403
600	R-600	240	277	256	256	220	283	271	220	271	220	240	256	271	264	256	277	264
601	R-601	208	161	139	139	69	110	110	69	110	69	69	69	110	110	110	110	110
602	R-602	277	195	161	240	240	230	208	208	208	195	220	220	230	220	220	230	230
603	R-603	361	399	389	391	423	403	416	409	389	347	374	383	369	399	401	391	383
604	R-604	409	426	422	438	443	414	426	422	413	490	456	447	414	461	474	448	468
